source_acct,tweet_date,tweet_text,vader_compound,vader_negative,vader_neutral,vader_positive
nytimes,2018-07-22 21:58:05+00:00,"Shonda Rhimes, on her Netflix plans and the 8 ambitious series planned for the streaming service https://t.co/wiU8XMPBdH",0.4767,0.0,0.829,0.171
nytimes,2018-07-22 21:48:06+00:00,"All Republicans, regardless of their stance on President Trump's meeting with Putin, are facing a charge that goes… https://t.co/MCXQJ6moww",0.0,0.0,1.0,0.0
nytimes,2018-07-22 21:38:02+00:00,"With election-related suicide bombings rattling the country, Pakistanis worry about what will happen on Wednesday,… https://t.co/oruUAeejaK",-0.8126,0.346,0.654,0.0
nytimes,2018-07-22 21:28:02+00:00,There's a new battle for Guadalcanal. This time it's a strategic competition with China. https://t.co/eGM6WMOCaJ,-0.3818,0.178,0.822,0.0
nytimes,2018-07-22 21:18:06+00:00,A frequent refrain: Why are tampons taxed when Viagra is not? https://t.co/5NSYZdPoOy,0.0,0.0,1.0,0.0
nytimes,2018-07-22 21:08:03+00:00,RT @nytopinion: I try to assure myself that no parent would tell a child that migrant kids from Mexico deserve to be separated from their p…,0.0516,0.083,0.827,0.09
nytimes,2018-07-22 20:58:03+00:00,"RT @nytimesworld: The head of the local tourist board in the town where Melania Trump grew up wants to talk about the castle, the salami fe…",0.0,0.0,1.0,0.0
nytimes,2018-07-22 20:48:02+00:00,New York City banned solitary confinement for inmates younger than 22. But the city has been transferring them to f… https://t.co/ujcuSYb0Dr,-0.25,0.091,0.909,0.0
nytimes,2018-07-22 20:38:05+00:00,An Uber and Lyft driver recorded and live-streamed his passengers' conversations without their knowledge https://t.co/kV3lOGhaSR,0.0,0.0,1.0,0.0
nytimes,2018-07-22 20:28:05+00:00,"She was on a duck boat with 10 of her family members, including her 3 children. Of them, only she and her nephew su… https://t.co/xMRFf5FSD1",0.0,0.0,1.0,0.0
nytimes,2018-07-22 20:18:04+00:00,They're running in majority-white districts. But they say one of their biggest challenges isn't overt racism or vot… https://t.co/5vXcssfmR6,0.7087,0.0,0.743,0.257
nytimes,2018-07-22 20:08:04+00:00,Need recipe inspiration? Here's what to cook this week. https://t.co/x3dQApAp2C,0.5267,0.0,0.726,0.274
nytimes,2018-07-22 19:58:03+00:00,"Television is getting its first transgender superhero, on the CW's ""Supergirl"" 
 https://t.co/w7SrAoatfR",0.0,0.0,1.0,0.0
nytimes,2018-07-22 19:48:05+00:00,"RT @NYTmag: How George Soros became the designated villain of the anti-globalization backlash, a made-to-order phantasm for reactionaries w…",-0.5574,0.175,0.825,0.0
nytimes,2018-07-22 19:38:01+00:00,"After the water crisis in Flint, a government watchdog is urging the EPA to monitor drinking water more closely https://t.co/gZNQG1Kvpu",-0.6249,0.186,0.814,0.0
nytimes,2018-07-22 19:28:05+00:00,She went back to a flip phone. The most frustrating part was texting. https://t.co/WvktKba9Ts,-0.4927,0.21,0.79,0.0
nytimes,2018-07-22 19:18:04+00:00,"The anti-abortion protesters have gathered outside a Queens clinic since 2012, urging women not to have an abortion… https://t.co/34W6A6CmRu",-0.2263,0.101,0.899,0.0
nytimes,2018-07-22 19:08:02+00:00,A study found that volunteering for “nonpromotable tasks” at the office can shift your career into reverse. And the… https://t.co/EXsR0sX72a,0.0,0.0,1.0,0.0
nytimes,2018-07-22 18:58:03+00:00,"Nike says its $250 running shoes make you run faster. We analyzed 500,000 races, and it may actually be true. https://t.co/GL0ZDKAUsr",0.4215,0.0,0.877,0.123
nytimes,2018-07-22 18:48:04+00:00,"The robot waiters can’t be trusted with the soup. They also break down. Three times in an hour, a waiter had to lea… https://t.co/rfHeBzIlmZ",0.4767,0.0,0.876,0.124
nytimes,2018-07-22 18:38:03+00:00,Angela Bowen's dance school in New Haven influenced many. Her outspokenness as a black lesbian feminist influenced… https://t.co/bBP4N1OSzV,0.0,0.0,1.0,0.0
nytimes,2018-07-22 18:33:06+00:00,"Tony Sparano, the Minnesota Vikings’ offensive line coach, died Sunday at the age of 56 https://t.co/uLJbWEkumi",-0.765,0.32,0.68,0.0
nytimes,2018-07-22 18:28:06+00:00,"RT @nytimesmusic: Drake’s ""Scorpion"" is the year’s biggest album. But can you find it in stores? https://t.co/GlhW7584T8 https://t.co/oRnUW…",0.0,0.0,1.0,0.0
nytimes,2018-07-22 18:18:08+00:00,"An Iranian caricaturist got an ""Einstein visa"" despite the travel ban. Now she's drawing President Trump. https://t.co/CaFIcsEzVa",0.4449,0.0,0.845,0.155
nytimes,2018-07-22 18:08:05+00:00,"Hamas and Israel stepped back from the brink of war, again. But none of the underlying issues fanning the tensions… https://t.co/qU5Fvvlnya",-0.3506,0.109,0.891,0.0
nytimes,2018-07-22 17:56:26+00:00,"Francesco Molinari won the British Open, becoming the first Italian man to win a major golf championship https://t.co/LhjyzJDFlm",0.886,0.0,0.574,0.426
nytimes,2018-07-22 17:48:02+00:00,"RT @nytpolitics: In the help it provided the Trump campaign, the tabloid publisher American Media Inc. may have crossed the line into polit…",0.4019,0.0,0.891,0.109
nytimes,2018-07-22 17:38:04+00:00,"If you see Aperol spritzes at every table at brunch today, just know there's a reason, and that reason is an aggres… https://t.co/L992mlNZF0",0.0,0.0,1.0,0.0
nytimes,2018-07-22 17:28:02+00:00,The Trump administration is proposing huge changes in the way Medicare pays doctors for the most common of all medi… https://t.co/Bn2we4tYvo,0.3182,0.0,0.897,0.103
nytimes,2018-07-22 17:18:03+00:00,Missed out on the week's top stories? Confused about what happened last week? Here's your weekend briefing. https://t.co/s7ibcrBJhx,-0.4696,0.224,0.693,0.083
nytimes,2018-07-22 17:08:04+00:00,"Scott Walker, who won the governorship on the strength of the 2010 Obama backlash, bluntly acknowledged he and othe… https://t.co/5t1buAxVte",0.7845,0.0,0.723,0.277
nytimes,2018-07-22 16:58:06+00:00,"RT @NYTStyles: Do people actually believe humans are descended from aliens, and that there is a massive conspiracy to hide the truth? Well.…",-0.4215,0.193,0.72,0.087
nytimes,2018-07-22 16:48:01+00:00,"Facing criminal charges of rape, as well as persistent accusations of brutality, human rights abuses and the murder… https://t.co/lsnOxYhoQm",-0.9584,0.588,0.351,0.061
